Entity	Date	CumulativeTesting	Daily.change.in.cumulative.total
Argentina - tests performed	2020-03-17	1175	128
Argentina - tests performed	2020-03-18	1378	203
Argentina - tests performed	2020-03-19	1530	152
Argentina - tests performed	2020-03-20	1762	232
Argentina - tests performed	2020-03-21	2085	323
Argentina - tests performed	2020-03-22	2331	246
Argentina - tests performed	2020-03-23	2619	288
Argentina - tests performed	2020-03-24	3064	445
Argentina - tests performed	2020-03-25	3614	550
Argentina - tests performed	2020-03-26	4200	586
Argentina - tests performed	2020-03-27	4656	456
Argentina - tests performed	2020-03-28	5138	482
Argentina - tests performed	2020-03-29	5856	718
Argentina - tests performed	2020-03-30	6515	659
Argentina - tests performed	2020-03-31	7185	670
Argentina - tests performed	2020-04-01	8247	1062
Argentina - tests performed	2020-04-02	9782	1535
Argentina - tests performed	2020-04-03	11330	1548
Argentina - tests performed	2020-04-04	12650	1320
Argentina - tests performed	2020-04-05	13650	1000
Argentina - tests performed	2020-04-06	14956	1306
Argentina - tests performed	2020-04-07	16641	1685
Argentina - tests performed	2020-04-08	18542	1901
Argentina - tests performed	2020-04-09	20331	1789
Argentina - tests performed	2020-04-10	22040	1709
Argentina - tests performed	2020-04-11	23774	1734
Argentina - tests performed	2020-04-12	25191	1417
Argentina - tests performed	2020-04-13	27014	1823
Argentina - tests performed	2020-04-14	29024	2010
Argentina - tests performed	2020-04-15	31198	2174
Argentina - tests performed	2020-04-16	33508	2310
Argentina - tests performed	2020-04-17	35660	2152
Argentina - tests performed	2020-04-18	37722	2062
Argentina - tests performed	2020-04-19	39222	1500
Argentina - tests performed	2020-04-20	41464	2242
Argentina - tests performed	2020-04-21	44310	2846
Argentina - tests performed	2020-04-22	46900	2590
Argentina - tests performed	2020-04-23	49587	2687
Argentina - tests performed	2020-04-24	52617	3030
Argentina - tests performed	2020-04-25	55102	2485
Argentina - tests performed	2020-04-26	56778	1676
Argentina - tests performed	2020-04-27	59003	2225
Argentina - tests performed	2020-04-28	61682	2679
Argentina - tests performed	2020-04-29	64687	3005
Argentina - tests performed	2020-04-30	67463	2776
Argentina - tests performed	2020-05-01	70401	2938
Argentina - tests performed	2020-05-02	72659	2258
Argentina - tests performed	2020-05-03	74756	2097
Argentina - tests performed	2020-05-04	77583	2827
Argentina - tests performed	2020-05-05	81583	4000
Argentina - tests performed	2020-05-06	85457	3874
Argentina - tests performed	2020-05-07	89318	3861
Argentina - tests performed	2020-05-08	92955	3637
Argentina - tests performed	2020-05-09	96513	3558
Argentina - tests performed	2020-05-10	98794	2281
Argentina - tests performed	2020-05-11	102291	3497
Argentina - tests performed	2020-05-12	105973	3682
Argentina - tests performed	2020-05-13	110277	4304
Argentina - tests performed	2020-05-14	114437	4160
Argentina - tests performed	2020-05-15	118804	4367
Argentina - tests performed	2020-05-16	122556	3752
Argentina - tests performed	2020-05-17	125292	2736
Argentina - tests performed	2020-05-18	129373	4081
Argentina - tests performed	2020-05-19	134905	5532
Argentina - tests performed	2020-05-20	140745	5840
Argentina - tests performed	2020-05-21	146625	5880
Argentina - tests performed	2020-05-22	152259	5634
Argentina - tests performed	2020-05-23	157039	4780
Argentina - tests performed	2020-05-24	160734	3695
Argentina - tests performed	2020-05-25	164896	4162
Argentina - tests performed	2020-05-26	169826	4930
Argentina - tests performed	2020-05-27	175526	5700
Argentina - tests performed	2020-05-28	181457	5931
Argentina - tests performed	2020-05-29	188222	6765
Argentina - tests performed	2020-05-30	193650	5428
Argentina - tests performed	2020-05-31	197440	3790
Argentina - tests performed	2020-06-01	202611	5171
Argentina - tests performed	2020-06-02	208300	5689
Argentina - tests performed	2020-06-03	215141	6841
Argentina - tests performed	2020-06-04	221623	6482
Argentina - tests performed	2020-06-05	228382	6759
Argentina - tests performed	2020-06-06	234718	6336
Argentina - tests performed	2020-06-07	238103	3385
Argentina - tests performed	2020-06-08	244187	6084
Argentina - tests performed	2020-06-09	251609	7422
Argentina - tests performed	2020-06-10	259515	7906
Argentina - tests performed	2020-06-11	267824	8309
Argentina - tests performed	2020-06-12	277010	9186
Argentina - tests performed	2020-06-13	285034	8024
Argentina - tests performed	2020-06-14	290193	5159
Argentina - tests performed	2020-06-15	296013	5820
Argentina - tests performed	2020-06-16	303778	7765
Argentina - tests performed	2020-06-17	313146	9368
Argentina - tests performed	2020-06-18	323375	10229
Argentina - tests performed	2020-06-19	333497	10122
Argentina - tests performed	2020-06-20	343428	9931
Argentina - tests performed	2020-06-21	349812	6384
Argentina - tests performed	2020-06-22	359003	9191
Argentina - tests performed	2020-06-23	370326	11323
Argentina - tests performed	2020-06-24	381383	11057
Argentina - tests performed	2020-06-25	393017	11634
Argentina - tests performed	2020-06-26	405245	12228
Argentina - tests performed	2020-06-27	415166	9921
Argentina - tests performed	2020-06-28	421579	6413
Argentina - tests performed	2020-06-29	431311	9732
Argentina - tests performed	2020-06-30	442354	11043
Argentina - tests performed	2020-07-01	453719	11365
Argentina - tests performed	2020-07-02	465303	11584
Argentina - tests performed	2020-07-03	478121	12818
Argentina - tests performed	2020-07-04	489868	11747
Argentina - tests performed	2020-07-05	496990	7122
Argentina - tests performed	2020-07-06	507600	10610
Argentina - tests performed	2020-07-07	520506	12906
Argentina - tests performed	2020-07-08	535234	14728
Argentina - tests performed	2020-07-09	548279	13045
Argentina - tests performed	2020-07-10	560296	12017
Argentina - tests performed	2020-07-11	571729	11433
Argentina - tests performed	2020-07-12	579580	7851
Argentina - tests performed	2020-07-13	591880	12300
Argentina - tests performed	2020-07-14	606778	14898
Argentina - tests performed	2020-07-15	621939	15161
Argentina - tests performed	2020-07-16	636958	15019
Argentina - tests performed	2020-07-17	653718	16760
Argentina - tests performed	2020-07-18	668055	14337
Argentina - tests performed	2020-07-19	678219	10164
Argentina - tests performed	2020-07-20	692918	14699
Argentina - tests performed	2020-07-21	710346	17428
Argentina - tests performed	2020-07-22	728578	18232
Argentina - tests performed	2020-07-23	746643	18065
Argentina - tests performed	2020-07-24	765731	19088
Argentina - tests performed	2020-07-25	781156	15425
Argentina - tests performed	2020-07-26	792337	11181
Argentina - tests performed	2020-07-27	808328	15991
Argentina - tests performed	2020-07-28	827589	19261
Argentina - tests performed	2020-07-29	847596	20007
Argentina - tests performed	2020-07-30	867098	19502
Argentina - tests performed	2020-07-31	888605	21507
Argentina - tests performed	2020-08-01	904427	15822
Argentina - tests performed	2020-08-02	917690	13263
Argentina - tests performed	2020-08-03	935858	18168
Argentina - tests performed	2020-08-04	957846	21988
Argentina - tests performed	2020-08-05	980551	22705
Argentina - tests performed	2020-08-06	1003465	22914
Argentina - tests performed	2020-08-07	1026609	23144
Argentina - tests performed	2020-08-08	1046439	19830
Argentina - tests performed	2020-08-09	1059421	12982
Argentina - tests performed	2020-08-10	1080700	21279
Argentina - tests performed	2020-08-11	1105937	25237
Argentina - tests performed	2020-08-12	1130590	24653
Argentina - tests performed	2020-08-13	1154381	23791
Argentina - tests performed	2020-08-14	1179337	24956
Argentina - tests performed	2020-08-15	1200127	20790
Argentina - tests performed	2020-08-16	1212940	12813
Argentina - tests performed	2020-08-17	1229336	16396
Argentina - tests performed	2020-08-18	1250065	20729
Argentina - tests performed	2020-08-19	1273622	23557
Argentina - tests performed	2020-08-20	1297749	24127
Argentina - tests performed	2020-08-21	1322032	24283
Argentina - tests performed	2020-08-22	1342295	20263
Argentina - tests performed	2020-08-23	1355814	13519
Argentina - tests performed	2020-08-24	1378486	22672
Argentina - tests performed	2020-08-25	1403648	25162
Argentina - tests performed	2020-08-26	1430248	26600
Argentina - tests performed	2020-08-27	1458037	27789
Argentina - tests performed	2020-08-28	1485056	27019
Argentina - tests performed	2020-08-29	1507218	22162
Argentina - tests performed	2020-08-30	1524387	17169
Argentina - tests performed	2020-08-31	1547672	23285
Argentina - tests performed	2020-09-01	1575130	27458
Argentina - tests performed	2020-09-02	1602651	27521
Argentina - tests performed	2020-09-03	1630094	27443
Argentina - tests performed	2020-09-04	1657405	27311
Argentina - tests performed	2020-09-05	1681073	23668
Argentina - tests performed	2020-09-06	1696397	15324
Argentina - tests performed	2020-09-07	1722144	25747
Argentina - tests performed	2020-09-08	1750955	28811
Argentina - tests performed	2020-09-09	1781772	30817
Argentina - tests performed	2020-09-10	1811155	29383
Argentina - tests performed	2020-09-11	1843033	31878
Argentina - tests performed	2020-09-12	1867319	24286
Argentina - tests performed	2020-09-13	1883694	16375
Argentina - tests performed	2020-09-14	1910468	26774
Argentina - tests performed	2020-09-15	1938082	27614
Argentina - tests performed	2020-09-16	1967416	29334
Argentina - tests performed	2020-09-17	1997449	30033
Argentina - tests performed	2020-09-18	2027776	30327
Argentina - tests performed	2020-09-19	2052264	24488
Argentina - tests performed	2020-09-20	2067240	14976
Argentina - tests performed	2020-09-21	2090887	23647
Argentina - tests performed	2020-09-22	2118787	27900
Argentina - tests performed	2020-09-23	2148096	29309
Argentina - tests performed	2020-09-24	2177384	29288
Argentina - tests performed	2020-09-25	2207206	29822
Argentina - tests performed	2020-09-26	2229863	22657
Argentina - tests performed	2020-09-27	2246046	16183
Argentina - tests performed	2020-09-28	2270914	24868
Argentina - tests performed	2020-09-29	2300900	29986
Argentina - tests performed	2020-09-30	2331386	30486
Argentina - tests performed	2020-10-01	2361734	30348
Argentina - tests performed	2020-10-02	2393477	31743
Argentina - tests performed	2020-10-03	2416285	22808
Argentina - tests performed	2020-10-04	2430081	13796
Argentina - tests performed	2020-10-05	2455720	25639
Argentina - tests performed	2020-10-06	2486207	30487
Argentina - tests performed	2020-10-07	2516247	30040
Argentina - tests performed	2020-10-08	2546288	30041
Argentina - tests performed	2020-10-09	2575626	29338
Argentina - tests performed	2020-10-10	2598930	23304
Argentina - tests performed	2020-10-11	2614543	15613
Argentina - tests performed	2020-10-12	2631153	16610
Argentina - tests performed	2020-10-13	2657126	25973
Argentina - tests performed	2020-10-14	2689728	32602
Argentina - tests performed	2020-10-15	2722112	32384
Argentina - tests performed	2020-10-16	2753791	31679
Argentina - tests performed	2020-10-17	2779392	25601
Argentina - tests performed	2020-10-18	2793830	14438
Argentina - tests performed	2020-10-19	2821247	27417
Argentina - tests performed	2020-10-20	2852098	30851
Argentina - tests performed	2020-10-21	2884559	32461
Argentina - tests performed	2020-10-22	2914393	29834
Argentina - tests performed	2020-10-23	2944677	30284
Argentina - tests performed	2020-10-24	2967626	22949
Argentina - tests performed	2020-10-25	2981486	13860
Argentina - tests performed	2020-10-26	3006369	24883
Argentina - tests performed	2020-10-27	3032937	26568
Argentina - tests performed	2020-10-28	3062029	29092
Argentina - tests performed	2020-10-29	3088891	26862
Argentina - tests performed	2020-10-30	3115125	26234
Argentina - tests performed	2020-10-31	3134496	19371
Argentina - tests performed	2020-11-01	3147631	13135
Argentina - tests performed	2020-11-02	3168830	21199
Argentina - tests performed	2020-11-03	3193536	24706
Argentina - tests performed	2020-11-04	3217585	24049
Argentina - tests performed	2020-11-05	3244539	26954
Argentina - tests performed	2020-11-06	3268621	24082
Argentina - tests performed	2020-11-07	3288248	19627
Argentina - tests performed	2020-11-08	3300782	12534
Argentina - tests performed	2020-11-09	3320642	19860
Argentina - tests performed	2020-11-10	3345178	24536
Argentina - tests performed	2020-11-11	3369495	24317
Argentina - tests performed	2020-11-12	3392346	22851
Argentina - tests performed	2020-11-13	3416827	24481
Argentina - tests performed	2020-11-14	3435942	19115
Argentina - tests performed	2020-11-15	3446628	10686
Argentina - tests performed	2020-11-16	3466611	19983
Argentina - tests performed	2020-11-17	3489950	23339
Argentina - tests performed	2020-11-18	3514855	24905
Argentina - tests performed	2020-11-19	3538432	23577
Argentina - tests performed	2020-11-20	3561214	22782
Argentina - tests performed	2020-11-21	3578125	16911
Argentina - tests performed	2020-11-22	3588318	10193
Argentina - tests performed	2020-11-23	3599299	10981
Argentina - tests performed	2020-11-24	3619237	19938
Argentina - tests performed	2020-11-25	3641756	22519
Argentina - tests performed	2020-11-26	3664624	22868
Argentina - tests performed	2020-11-27	3686131	21507
Argentina - tests performed	2020-11-28	3703157	17026
Argentina - tests performed	2020-11-29	3712414	9257
Argentina - tests performed	2020-11-30	3731615	19201
Argentina - tests performed	2020-12-01	3755134	23519
Argentina - tests performed	2020-12-02	3778033	22899
Argentina - tests performed	2020-12-03	3799478	21445
Argentina - tests performed	2020-12-04	3820012	20534
Argentina - tests performed	2020-12-05	3836670	16658
Argentina - tests performed	2020-12-06	3845190	8520
Argentina - tests performed	2020-12-07	3857281	12091
Argentina - tests performed	2020-12-08	3867622	10341
Argentina - tests performed	2020-12-09	3888100	20478
Argentina - tests performed	2020-12-10	3911941	23841
Argentina - tests performed	2020-12-11	3935802	23861
Argentina - tests performed	2020-12-12	3954913	19111
Argentina - tests performed	2020-12-13	3966587	11674
Argentina - tests performed	2020-12-14	3987032	20445
Argentina - tests performed	2020-12-15	4011975	24943
Argentina - tests performed	2020-12-16	4037551	25576
Argentina - tests performed	2020-12-17	4065387	27836
Argentina - tests performed	2020-12-18	4093211	27824
Argentina - tests performed	2020-12-19	4116946	23735
Argentina - tests performed	2020-12-20	4132291	15345
Argentina - tests performed	2020-12-21	4159190	26899
Argentina - tests performed	2020-12-22	4189742	30552
Argentina - tests performed	2020-12-23	4221618	31876
Argentina - tests performed	2020-12-24	4241406	19788
Argentina - tests performed	2020-12-25	4247333	5927
Argentina - tests performed	2020-12-26	4269395	22062
Argentina - tests performed	2020-12-27	4286087	16692
Argentina - tests performed	2020-12-28	4318515	32428
Argentina - tests performed	2020-12-29	4355474	36959
Argentina - tests performed	2020-12-30	4394695	39221
Argentina - tests performed	2020-12-31	4422353	27658
Argentina - tests performed	2021-01-01	4430148	7795
Argentina - tests performed	2021-01-02	4453597	23449
Argentina - tests performed	2021-01-03	4475428	21831
Argentina - tests performed	2021-01-04	4511389	35961
